Product Name,Rating,Review,Likes,Dislikes
B-Poco F4 5G,5,"Product is really nice, performance wise it's a great phone. Processing and other tasks are really fast. Back camera is very good but selfie camera is average in low light conditions. Connectivity is also very good including wifi, network, Bluetooth etc. Display is superb. Design is also very nice. Dolby Atmos is something which is very special in this phone. It's like you are watching movies in cinema hall. Display and sound is immersive. Sterio Speakers are loud and clear. 67 w charger charges in just 45 mins appx. No heating issues. This is the review after more than 5 days of usage. I bought it ( 8 gb + 128 gb ) after reading the reviews so was not expecting much from selfie camera but found ok in day light conditions. From multimedia point of view if you don't have much budget of more than 30K and looking for all features just go for it, it's a quality built phone from design to performance wise. And also it comes with 2 years of warranty.",7,2
B-Poco F4 5G,5,"Look : attractive
Performance : better than my expectation
Battery : good enough ... Super fast charger is good
Camera : awesome work .. sony lens produce eye pleasing photos and videos .. ois is awesome.

Front screen is very strong not breakable easily...

Overall it is a good smart phone to buy at this price range....
Gives competition to higher price smart phones ....",3,0
B-Poco F4 5G,5,Good colitis ok,2,0
B-Poco F4 5G,5,Very good ph.. One of the best gaming ph,2,0
B-Poco F4 5G,5,"Very nice phone at this price point, worth it",2,0
B-Poco F4 5G,5,Superb phone in this price range,2,0
B-Poco F4 5G,5,Best Mobile,2,0
B-Poco F4 5G,5,Very nice mobile,2,0
B-Poco F4 5G,5,Good product,5,1
B-Poco F4 5G,5,"Good experienced.
Loved it",2,0
B-Poco F4 5G,3,"The Os of Mi is not Good.
High performance in gaming is good.
Camera not satisfied.
Light weight.
Colour polish not good.
Pro:Sd870
Con:os, camera, mobile finish.",15,5
B-Poco F4 5G,4,"Performance - 4/5
Camera - 3/5

Only small issue of heating while Charging rest it's best phone at this price.",5,2
B-Poco F4 5G,4,"Giving review based on 6 hours u
Camera - good
Battery - good
Performance- very good",5,1
B-Poco F4 5G,3,Camera is not good otherwise phone is ok,2,1
B-Poco F4 5G,5,"Decent camera
Excellent display
Excellent snapdragon 870
Os is full of ads and bloatwares
If you want better better os then go and check out oneplus or motorola phones, they have much better os with stock android.
By the way overall phone is good and value for money if comes with additional discount",13,13
B-Poco F4 5G,5,"This phone's all good. Camera, Battery Processor is very impressive and performance is so good.",3,1
B-Poco F4 5G,5,"Value for money battery video streaming ok 7-8 hrs only
Gaming top notch but battery 5 hrs only if you heavy gamer If you Netflix and prime hdr and Dolby vision nice super amoled display 120 hz working good Camera performance ok This phone performance and streaming based you streaming Netflix that's definitely buy without any doubt",2,1
B-Poco F4 5G,5,Just wow,2,0
B-Poco F4 5G,4,I don't like it battery is not good,2,0
B-Poco F4 5G,4,Camera and touch screen is very good,2,0
B-Poco F4 5G,3,"Overall is good..but what can you do if you can't update your phone...the company promises to give 2 years of update but i haven't received any update after august...if you want to get frustrated with network problem, battery draining etc then go for it",2,0
B-Poco F4 5G,3,"Very much disappointed with camera picture quality. Poco should have worked on camera quality in this mobile or used best lens. Except camera quality, this mobile performs well at this price.",3,0
B-Poco F4 5G,3,"Not as aspected, jittery feel, lag a lot despite of having powerful process. Front camera is pathetic. And on top of it MIUI which is kind of curse for flagship phones.",3,1
B-Poco F4 5G,5,Amazing product! Truly a successor of POCO F1,1,1
B-Poco F4 5G,5,"NICE PRODUCT
PURCHASED ON 14 MARCH
Delivery in less than 24 hrs
Camera is awesome
Multimedia is of top notch level
Battery disappoint a little bit but 67watt charger provided in box charges phone 0 to 100 in 40 minutes",2,0
B-Poco F4 5G,5,"Brilliant phone from Poco F series. Excellent performance and display. Super happy  .
Go for it.",1,0
B-Poco F4 5G,5,Such a great phone.. And good delivery.. I believe for the best service in flipcart,2,0
B-Poco F4 5G,5,Im a very very happy for using poco f 4,2,0
B-Poco F4 5G,5,Great phone in this price,1,0
B-Poco F4 5G,5,Quality is good,2,0
B-Poco F4 5G,5,"Lovely phone. Fast, sleek and decent camera.",1,0
B-Poco F4 5G,5,Great phone With high usage in a day battery remains 45%,1,0
B-Poco F4 5G,5,"What's good:
Near flagship performance
Near flagship Display
Fast charging
Strong IR remote

What could b better:
Battery and power management
Camera sensor
Software optimizations
Support for micro sd card

Bonuses at the price point:
HDR 10+ video support
Dolby sound
2 year warranty
3.5 mm connector",2,0
B-Poco F4 5G,4,I got a defective product which has a yellow display issue. I contacted with Flipkart they arranged a 2 tech visit but both time issue not resolved hence policy period over. Everything was fine in this phone. But the phone has a major display issue. Very very disappointed,2,2
B-Poco F4 5G,5,"Received on time
Phone has great display
Decent speakers
Battery is wrost power hungry device u I'll notice after a month
Camera is very bad quality just not worth at this price
Miui is buggy you just won't feel power of sd870
Type c to 3.2 headphones jack adaptor is very delicate
Phone got green tint and black crush issue
If you buying specially for custom rom let me tell you they haven't released kernel source yet may be their 2 year warranty policy
Phone case fits perfect but at charging port now well designed
Conclusions
If you want good camera or performance phone buy another or wait because there are not much good phones in market",10,10
B-Poco F4 5G,5,"a must buy , you will get 3 years of android os support and 4 years of security updates !!

the display is best in class . it best for watching tv shows and movies !!

there is no heating issue .

camera is also good !!

recommended to buy 8gb+128 gb !!

4k 60 fps recording support

games runs at 120 fps with ease and no heating , there will be little warmth.

always charge your phone between 20%-90% to have a long lasting battery !

phone charge in few minutes if you charge between 20-90%

its money worth !!",4,3
B-Poco F4 5G,5,"Excellent device (VFM)

Just Needs Proper OnTime Software Updates!

Battery Backup Needs Serious Improvements!

Waiting For Poco Launcher 4.0 With MIUI13 App Vault (With New Widgets Supports)!",3,2
B-Poco F4 5G,5,"Amazing performance,",2,1
B-Poco F4 5G,5,Super,2,0
B-Poco F4 5G,5,Very good mobile value of money...,2,0
B-Poco F4 5G,5,"Pros:
good battery, crunchy display, excellent Dolby sound, great performance,

Cons: little heating issue, display size little bit bigger than I expected , need to improve touch sensitive",2,1
B-Poco F4 5G,3,"I got this phone today
I am trying to set up the phone
App updates and sign in , downloading apps
Phone turn hot in normal use
Hope for good software update :)
Phone is good fast camera is average",4,2
B-Poco F4 5G,4,After using poco f3 gt it feels more smoth in terms of use .build quality is good.main camera is awesome.front camera is not so good.battery backup is decent.display quality superb.gameing experience also good i cant face any heating problem in my handset.overall good device interm of performance and design.,2,2
B-Poco F4 5G,3,bettry drain problems,1,0
B-Poco F4 5G,4,"This Mobile is actually Great but POCO's Image is the Main Problem here at this price you can't get better phone (8/128 for 26000)

Mobile is Ultra Smooth
BGMI is Smooth
Camera is Great
Value for money
Speaker is very Nice
Charging speed is fab",0,0
B-Poco F4 5G,4,Lookinng very good,1,1
B-Poco F4 5G,4,"Overall Good mobile but, os not optimised for Gaming.",1,0
B-Poco F4 5G,4,Nice super,1,0
B-Poco F4 5G,4,"Pros
Display
Processor
Design
Haptics

Cons
Camera
Battery capacity

Gcam can be installed to get realistic pictures.No stutters so far. This is far better than Realme/Redmi note series at this price point.",1,0
B-Poco F4 5G,4,Good performance,0,0
B-Poco F4 5G,4,Battery heat while charge. It takes 40 min to charge upto 0-92% when phone is off. Processor performance good. Camera is good after update. Speaker also good. Worth money at this price range. Drains battery little fast compare to my Asus zenfone max pro m1.,1,0
B-Poco F4 5G,4,"A price worth mobile
- Good battery life
- Amazing display
- Performance is good
- Sound is very loud
Best mobile I am using this from past 2 weeks",0,0
B-Poco F4 5G,4,The build quality of this phone is a big issue the plastic midframe is the worst. You will end up bending and nicking the hell out of it just by your finger nails. Performance is great but build quality is very very poor,1,0
B-Poco F4 5G,4,A very solid budget phone with a great display and average battery backup.,1,0
B-Poco F4 5G,4,A good all rounder for its price....missing in-display fingerprint scanner,1,0
B-Poco F4 5G,4,"Very good performance. Audio is good.but when u are on a call you can feel the back of the phone is vibrating. And also sometimes the notification panel will not open properly.
The camera is not that good just okay
Look wise it's good.but bit heavy
I hate this side mounted fingerprint sensor.",1,0
B-Poco F4 5G,4,I used 1week every thing is camera need to be improved battery backup good battery charge also good,1,0
B-Poco F4 5G,4,It's a great phone. The Cameras are not bad but they are not good either. It gets the job done.,1,0
B-Poco F4 5G,5,*Good Battery -Good Display *Super Performance *Dollbyatoms& Vision Good This Review 5Days Using Review,3,2
B-Poco F4 5G,5,Device is good. But battery draining fast. But nice mobile... Flagship...,1,1
B-Poco F4 5G,4,"Awesome product for your money
Display 5 out of 5,while watching the movie amazing and Dolby sound creates magic
Camera good
Quick charger really amazing percent in 20 minutes
Over all good",2,3
B-Poco F4 5G,5,Good performance.. Valuable,2,1
B-Poco F4 5G,5,"Probably the best smartphone in this price segment. Highly satisfied with the camera quality. OIS helps significantly while taking night shots. A crisp and clear image is taken even if the hand wobbles. However, didn't feel the same amount of stability in video mode. Performance is great in day-to-day use (I have not played games though). Dual speakers are awesome. The stereo sound experience is just wonderful. A slight imbalance of sound could be noticed, the main speaker is about 5 to 6 per cent more louder than the top speaker which can be compensated by holding the phone's in the orientation in which top speaker is held close to hour hand (landscape mode).",2,1
B-Poco F4 5G,5,Using since a year without single issue,1,0
B-Poco F4 5G,5,Best choice on Flipkart,1,0
B-Poco F4 5G,5,So far going good. No issues display quality is very good,1,0
B-Poco F4 5G,5,Overall Good phone,1,0
B-Poco F4 5G,5,Green tint in low light. Don't purchase,1,0
B-Poco F4 5G,5,Good performance,1,0
B-Poco F4 5G,5,Best for multimedia watching and casual gaming,1,0
B-Poco F4 5G,5,"Exllent phone. Face unlock awesom. Full fast ...
I love poco..",1,0
B-Poco F4 5G,5,Very smooth and very faster love it,1,0
B-Poco F4 5G,5,This is midrange gaming phone best choice this options and,1,0
B-Poco F4 5G,5,I got poco F4 for best gaming phone this budget,1,0
B-Poco F4 5G,5,"Really this product is value for money and best for gamin
And has a camera with OIS",1,0
B-Poco F4 5G,5,"Excellent purchase!!
The performance is beyond expectations
The design is attractive
The camera also is good (not expected this much good camera)
Overall everything is awesome
Should buy.",1,0
B-Poco F4 5G,5,"Excellent..,.....
I use 4 month after reviewing
No lag
No issu
All good",0,0
B-Poco F4 5G,5,NICE MOBILE NO ISSUES,1,0
B-Poco F4 5G,5,"Multimedia and spear is nice 
Great phone value for money",1,0
B-Poco F4 5G,5,"Camera not good
Remaining all things good",1,0
B-Poco F4 5G,5,"the phone is really capable but ships with sluggish and meme ui..but no problem now since i flashed SparkOS. Feels too damn fast now. Glad to have such good community support on XDA.
btw they should give us option to unlock the bootloader immediately like Samsung, have to wait 7 days, and so on...",1,0
B-Poco F4 5G,5,Very good mobile 24 k segment,0,0
B-Poco F4 5G,5,"Screen has green tint issue in medium and low brightness and speaker vibrates screen , and back panel without and haptic sensor movement, (speaker intensity) speaker sound vibrates screen (without vibration motor ) it irritate when watching movies",0,0
B-Poco F4 5G,5,Thank you flipkart,0,0
B-Poco F4 5G,5,Value for money,0,0
B-Poco F4 5G,5,4 days of experience with my new PoCo f4 5G it's an amazing phone so far. Camera quality and sound is excellent. No draw back,1,0
B-Poco F4 5G,5,Nice product. I loved the flat design. I also liked the 67 watt charging.,1,0
B-Poco F4 5G,5,Worth every penny for me . No issues . No heating. Totally worth it.,1,0
B-Poco F4 5G,5,Great experience. But  battery get heated while Gaming,1,0
B-Poco F4 5G,5,Awesome purchase... Camera n display  ... Charges very faster n no heating issue... Worthy product,0,0
B-Poco F4 5G,5,thanks for this product i love it awesome performance display to the notch   value for money thank you flipkart   i will do purchase in this platform,0,0
B-Poco F4 5G,5,All is excellent,1,0
B-Poco F4 5G,5,"The Phone is amazing, just loved it.. Gaming and Display especially.

Just Poco guys make sure this phone doesn't gets mother board issue and moreover still not Heard about till which year security & OS updates we might get on this phone.",1,0
B-Poco F4 5G,5,Best camera,1,0
B-Poco F4 5G,5,Very good phone,4,8
B-Poco F4 5G,4,Good,1,0
B-Poco F4 5G,4,"Actually I Used this For a week best things I have noticed
*Battery Backup Good
*Display Is Excellent Every Pixel Will Viewing Experience
*Built Quality Good
*Especially DOLBY Vision and Audio Simply Superb
*In BGMI It can handle in performance mode 120 fps.. Best Framing Experience. No lag no frame drop
Cons__
*It takes the mobile 0 to 100 Almost needs 46 minutes I disappointed 
*Some editing apps like alightmotion Some projects expoting time very late when I expect 870 processor disappointed 
*Some apps like Google Dialler Full lag
*If We are multi tasking some apps cannot load
Finally Poco F4 Is Simply Price Segment Superb",2,8
B-Poco F4 5G,5,"Battery performance is outstanding
Camera is decent
Processor is damn good
In hand feel is awesome
Good design

Just loved it...",2,1
B-Poco F4 5G,5,"Excellent phone at this final price considering card and added exchange benefit. Very good camera. Smooth, Screen is vibrant. Charging is ultrafast. Overall very good one. Super photos. Could not upload them the size is around 11 MB.",2,1
B-Poco F4 5G,5,"Great performance, great charging, fantastic display. Just the cameras are underwhelming. You'll find better cameras in budget devices. Battery drain is also an issue.",1,1
B-Poco F4 5G,3,"Mobile is good but MI UI is just poor, not user friendly at all",1,0
B-Poco F4 5G,3,Not good for gaming,0,0
B-Poco F4 5G,3,Little bit heat issue,1,0
B-Poco F4 5G,3,"Battery is poor, Charging is not holding like F3 GT.",1,0
B-Poco F4 5G,3,Just an ok device.camera is so average display & speaker quality is good,1,0
B-Poco F4 5G,3,Camera qulity is poor camera quality,0,0
B-Poco F4 5G,4,Performance superbly,1,1
B-Poco F4 5G,4,Image quality is superb. Battery is not bad. Display type is awesome and good for gaming with SD870. Fast charging is really awesome. I'm reviewing this after 5 months.,1,1
B-Poco F4 5G,5,Premium phone   Display quality top notch..look and feel amazing,1,2
B-Poco F4 5G,5,"Average ok
Battery performance very pathen tic.. My first day use only got evening 4 pm charge...
Speed camera good",9,5
B-Poco F4 5G,5,"Battery drain fastly in normal usage, over all performance ok.",0,1
B-Poco F4 5G,5,"Value for money Product at this price... This phone is Beast... Terrific Display, Processor and Camera.. Total allrounder... There was Heating issue when i charged for the first time but after update it has solved... Loved the Phone...",0,1
B-Poco F4 5G,4,I facing network issue. Every day need to switch of switch on then I get network connectivity. Very bad experience with this mobile.. This is my 1st poco phone. I never buy 2nd time..,2,0
B-Poco F4 5G,5,"Top to bottom full satisfaction. Purchased this mobile in 2023, still going good, battery backup is only draw back.",0,0
B-Poco F4 5G,3,Product is fine. This is the review after 1.5 years of use. Display is fantastic. Camera is very Good. Charging is fast......BUT.....BATTERY DRAIN IS ALSO FAST. Till I wakeup in the morning battery drains upto 35%. Even in ULTRA BATTERY SAVER it has drained 21%. Other features are useless if we worry about using it may decrease our battery percentage and might get switched off when needed the most. Think before buying this mobile.,0,0
B-Poco F4 5G,5,"Internet and network problem .
Mother board problem.",0,0
B-Poco F4 5G,4,Good performance this phone,0,0
B-Poco F4 5G,5,Mind blowing,0,0
B-Poco F4 5G,5,"1 Start only for Google Dialer, Google Contact and Google Messaging Apps,
Don't buy. These apps will ruin your entire mobile experience in a minute.",2,0
B-Poco F4 5G,5,Good phone having snapdragon 878 with 25k. One major pros of Xiaomi is there bloated MIIUI which can be fixed with rooting custom rom .,0,0
B-Poco F4 5G,5,"Smooth performance.
Camera is good.
No bugs after upgrade.",0,0
B-Poco F4 5G,4,intha product la 2 years warrenty poturuku. enku product defect so warrenty claim panna kuduthen en ph la service center laium product check pannitu warrenty claimable sonnaga na kuduthu 11 days mela aachu avaga no response .response panna matikiranga neriya bugs iruku sound effect issue (mic speaker not working ) charge nikkathu waste dont buy it.,1,0
B-Poco F4 5G,5,Don't buy smartphones online,0,1
B-Poco F4 5G,5,Budget smartphone worth it I like it but i like in display fingerprint,0,0
B-Poco F4 5G,4,Nice mobile,0,0
B-Poco F4 5G,4,Nice. Excellent in performance and display is awesome. If we use 5g the battery backup is less compared to 4g . overall good mobile under 25k,0,0
B-Poco F4 5G,5,"POCO F4  
The camera is okay, not that bad either.
Display is super. Battery Not Good. Sound quality is super. The OIS does not support properly. I request to the poco team.
Poco needs an update for Camara.",0,0
B-Poco F4 5G,4,"value for money, processor could have been better",0,0
B-Poco F4 5G,5,All are good but battery is poor.,0,0
B-Poco F4 5G,4,"Fhone is a very attractive
45mint full charge
Smuth display",0,0
B-Poco F4 5G,5,"Best all-round product in the range
Bought this in the clearance sale",0,0
B-Poco F4 5G,4,Very very easy and friendly useful of mobile,0,0
B-Poco F4 5G,4,"Camera started showing issues in 6 months, overall phone performance is not good, started getting hanged in 9 months after buying, overall won't recommend buying this phone.",2,0
B-Poco F4 5G,4,"Lookwise camera could be more better ,
In mat design variant should be available ,
Performance is really good .
But battery run time is disappointing .",0,0
B-Poco F4 5G,5,"I am reviewing after 1 month of use it's good phone. 1.camera is good 2.display is superb 3. sound is good with Dolby atmos 4.performance is good with sd 870 5.battry is average.
But it's getting heat while playing games, I think it's because of glass back",0,0
B-Poco F4 5G,5,Satisfied with this phone...,0,1
B-Poco F4 5G,4,"Never Buy POCO F4 5G, I bought it on January and I got an issue( Camera's are badly dead) within 2 months",4,2
B-Poco F4 5G,5,Heating and very much hanging issue,0,0
B-Poco F4 5G,5,Good,0,0
B-Poco F4 5G,5,It's awesome.. By this price sagement,0,0
B-Poco F4 5G,3,"Nice ,",0,0
B-Poco F4 5G,5,Just awesome,0,0
B-Poco F4 5G,5,Camera is only average. But it has all features we really needed,0,0
B-Poco F4 5G,5,Awesome product. Best in class performance and camera,0,0
B-Poco F4 5G,5,Good price good phone,0,0
B-Poco F4 5G,5,Awesome phone with SD870 good display 120hrtz and Brightness,0,0
B-Poco F4 5G,4,Good,0,0
B-Poco F4 5G,4,"Here's an unbiased review -
The other 4-5 star reviews are fairly accurate.
Display, battery and design are all worth it's money.
My main requirement was performance for which it is keeping up to it's name. Heavy gaming for about 3,4 is smooth with a little heating up.. Ram management is fairly good..

Only issue was one I had heard about in other reviews, this phone suffers from a bad proximity sensor which gets annoying sometimes.",0,0
B-Poco F4 5G,5,"It is worth it except battery backup
And comparable to realme new gt 3t",0,0
B-Poco F4 5G,5,Camera Quality of POCO F4 is average. Picture quality is average. I think there is problem in camera software. Company should provide fix for camera.,5,0
B-Poco F4 5G,3,Ok,0,0
B-Poco F4 5G,4,Worst phone ever,0,0
B-Poco F4 5G,4,"Not a better work on like poco X3 PRO and display look like normal also.
sounds quality high only.
Not worth for money like 24,000
According to me it should be :- 15,000 maximum",3,3
B-Poco F4 5G,5,All over good this sigment,0,0
B-Poco F4 5G,5,"If u r buying this phone make sure u r a gamer, photo quality is also gud but in this price as of now u can get better phones for multimedia consumption but for gaming it worth but phone is value for money thats for sure, u wont regreat it after u buy this product,once again if u are looking for multimedia purpose its also gud but u can get edge display in this price range.",0,0
B-Poco F4 5G,5,Unhappy,1,0
B-Poco F4 5G,5,"Worst mobile, mobile every time hanging.",1,0
