Product Name,Rating,Review,Likes,Dislikes
D_Vivo v25 pro 5G,5,Best...very nice camera quality,7,0
D_Vivo v25 pro 5G,5,Good Camera,22,3
D_Vivo v25 pro 5G,4,"Dear Reader

I bought this phone in exchange for my S10 lite which has a few issues. So I thought this time to go with the Vivo brand. It has been a few days since I have been using this phone. I can say this phone is quite comfortable to use and the screen size is good.
The display is awesome with a 120hz refresh rate.
The battery is good but I was expecting that the price point should have been 5000mah.
Charging is quite fast.
The camera is good and serves the purpose pretty well.
I'm not a gamer but i can say the gamer won't be that disappointed.
One issue i notice is that this phone comes with a few bloat ware which u can uninstall.
When you make carrier video calling have noticed a few issue.Might get addresses in the next update.
In one word you won't be disappointed. It is but pricey but with exchange if you get this phone by 20k to 25k this tat is a good deal.",23,4
D_Vivo v25 pro 5G,5,"That price of phn no one is better than that
About camera battery nd all aleast no one can give features give like that of price that nd best thing about that this phn have curved display....",161,51
D_Vivo v25 pro 5G,5,"Camera - 5
Battery - 4.5
Display - 4.0
Sound- 4.5
Performance - 4.5
Best mobile phone under 40k. Really Night mode is awesome....",102,31
D_Vivo v25 pro 5G,5,Allmost good phone,17,2
D_Vivo v25 pro 5G,5,Display quality better premium phone,11,0
D_Vivo v25 pro 5G,5,"Display awesome, performance is good and design is superb ,if you are design lover and camera ,then best choice is vivo v 25 pro , gaming is also good. In hand feel it looks like it is really flagship phone.",99,31
D_Vivo v25 pro 5G,4,"Such a great deal  
I love vivo",14,2
D_Vivo v25 pro 5G,5,Super product,7,0
D_Vivo v25 pro 5G,5,This was truly amazing,5,1
D_Vivo v25 pro 5G,5,"Camera   look like a DSLR
Curved Display is Fill Awesome.
All these performance and good.
I used 10 Days Price is also good",31,7
D_Vivo v25 pro 5G,5,"- Good product
- Very good design i love curve design.
- Battery backup also very good
- fast battery charging
- Good Camera quality it supports 10x zoom but it blurs the picture in 10x zoom.",15,3
D_Vivo v25 pro 5G,5,"Camera is mind blowing, it captures very much details and gives wonderful pics.
I loved it. Also its display is fantastic, that 3D curve display is just awesome",75,25
D_Vivo v25 pro 5G,5,"Camera, battery, display, design all of the above best performance",9,1
D_Vivo v25 pro 5G,5,Perfect combination of hardware and software.,18,3
D_Vivo v25 pro 5G,5,Superb,10,1
D_Vivo v25 pro 5G,5,Camera Phone,7,0
D_Vivo v25 pro 5G,5,"I Review after 30 day use
Positive point  
First of fall degin is good  
Curve Display is Awesome  
Camera Is both is genuinely Great  
Battery Performance is also good one day easily back up  
Single Speaker but quality good  

Negative point  
Headphone jack not available  
Processor is good but this price range not good
UI improvement this are laginess

Thanks",98,39
D_Vivo v25 pro 5G,4,"All over good  , cemara too good",6,0
D_Vivo v25 pro 5G,4,"Display, Camera, Performance Awesome.

Battery drains so fast....but so fast is the charger which charges phone from 15 to 100 in only 30 to 40 min.",5,0
D_Vivo v25 pro 5G,4,Nice,2,0
D_Vivo v25 pro 5G,5,Phone is good but camera quality is not so good.i already used Vivo v20 ...Vivo V20 Camera better than Vivo v25 pro...,60,22
D_Vivo v25 pro 5G,5,Nyc product,40,13
D_Vivo v25 pro 5G,5,"This was a Best phone at that price , rating 4.4/5
Pro's :
1) Best in Display  
2) Camera Quality Awesome   Some Camera Features are Superb
3) Curved Display Looking
4) Back Side Looks Very Nice Colour Changing
5) Charging Speed also Good

Con's :
1) Battery Drain Fast around 6 to 7 hours only for heavy user
2) Some times the processor not a speedy like Games
3) Front Camera is not give clear clarity while Video Calls,
For taking pictures this was awesome front camera

Overall my rating 4.4/5.0

Good Phone at that Budget",153,68
D_Vivo v25 pro 5G,5,"It has a 64-megapixel rear camera and a 50-megapixel front camera, something that is rare in this price range. I think the smartphone is totally worth the price ...i am so happy and feel fully satisfied",86,35
D_Vivo v25 pro 5G,5,Camera Quality Awesome. Battery performance is better. The display quality is top class and the curved design is very attractive.,16,3
D_Vivo v25 pro 5G,5,Amazing phone i Love it,8,2
D_Vivo v25 pro 5G,5,Great experience   best camera at this range,6,1
D_Vivo v25 pro 5G,5,Super,3,1
D_Vivo v25 pro 5G,5,"Good camera
Good design
But one issue automatic restart
And all better performance",7,1
D_Vivo v25 pro 5G,5,Super camera performance but ......,4,0
D_Vivo v25 pro 5G,5,Very nice phone camera quality average all over phone performance great,6,0
D_Vivo v25 pro 5G,5,"Supper camara  
Photo shoot",2,0
D_Vivo v25 pro 5G,5,Good mobile dissplay quality good charging good,2,0
D_Vivo v25 pro 5G,5,"Nice designe/look of the phone with unique features of back colour change.... Camera quality is awesome, configuration is good.... Performance is excellent.... Overall it's a nice phone",9,1
D_Vivo v25 pro 5G,5,"What a phone! best in class, premium, mind blowing camera",3,0
D_Vivo v25 pro 5G,4,Nice phone...but heating problem..,5,0
D_Vivo v25 pro 5G,4,"Black beauty just awesome in hand feel.
I only brought this for curve elegant Design",8,1
D_Vivo v25 pro 5G,5,"It is a cool mobile and its design is also very good, the curved display makes this mobile better.",5,0
D_Vivo v25 pro 5G,5,"Camera is Awesome  
Little bit Bug",2,0
D_Vivo v25 pro 5G,5,I never used Vivo before this mobile i only want to say go for it the curve display is awesome the design is perfect and the camera is mind-blowing i purchased it in 33000 in this price range it is worth playing bgmi is ok not like a gaming mobile but good u can buy,4,0
D_Vivo v25 pro 5G,5,Nice phone,8,1
D_Vivo v25 pro 5G,5,"Good performance, good battery backup,good camera. overall good performance",8,1
D_Vivo v25 pro 5G,3,"I have received the phone after lots and lots if efforts. One should really thanks Flipkart for messing up the things. Delivery experience was worst. There is no responsibility to anyone in flipkart.
The phone is good in looks. It's just a day I have used this phone. So far it seems ok.
Pros: 1. Looks are good
2. Built is good but the plastic frame makes the phone delicate
3. Cameras are good
4. Battery seems ok but not yet tested
5. Connectivity is good
6. Charging is fast
Cons: 1. No memory card slot
2. Changing color as claimed by vivo is taking too much time. I have kept my phone in sunlight for more than 15min and still there is no change of color.
3. No automatic dark mode option available
4. Lots of bugs sometime slows the phone
5. Feels costly if we look at the features offered
6. Vivo has not announce how many updates they will give.
Overall the phone is ok. It's only hype created by Vivo.
I have given three stars all for phone. Flipkart services is very bad. I have to go and collect the phone. They have delayed delivery by 3 days and finally I have to go and get my phone or else God knows when I would have got it. They also have messed up with my payment even after completing the payment they have shown it as outstanding for 6 months. I am still suffering from that because of changes in my credit score",18,4
D_Vivo v25 pro 5G,4,"Design is nice with curved sides, camera is great with great detailing, battery last for the whole day but heats up while charging",4,0
D_Vivo v25 pro 5G,5,"The design of the phone is very beautiful, the camera is also very great and performance also very smooth. Rating For Me 9 Out Of 10.",4,2
D_Vivo v25 pro 5G,4,Super Vivo V25 pro,1,1
D_Vivo v25 pro 5G,4,Good,2,1
D_Vivo v25 pro 5G,5,"It have owsm camera , night photo's also fentastic",4,0
D_Vivo v25 pro 5G,5,Nice,4,0
D_Vivo v25 pro 5G,5,"1st Vivo purchase.Was a little sceptical before buying.But i am impressed. Excellent display, Good Battery backup,Good Camera and smooth touch with no sign of lag. Gives a premium feel with the curved display. In this price range it's giving the best Package. Go for it!",3,0
D_Vivo v25 pro 5G,5,I really love this product,2,0
D_Vivo v25 pro 5G,5,Best mobile,1,0
D_Vivo v25 pro 5G,5,"Battery good, 1.5 days",1,0
D_Vivo v25 pro 5G,5,Favolous.... great work done by vivo...,2,0
D_Vivo v25 pro 5G,5,Super,3,0
D_Vivo v25 pro 5G,5,Super and marvelous thanks Flipkart and vivo phone v25pro amazing....,0,0
D_Vivo v25 pro 5G,5,"Very good phone this price range  
Camera quality nice
Battery good
Main camera designing normal",1,0
D_Vivo v25 pro 5G,5,"Awesome phone with awesome features , I love Vivo phones this is my 3rd Vivo phone which I purchased from Flipkart with an exchange offer. Thanks Flipkart.",17,9
D_Vivo v25 pro 5G,3,"100% real review.
I'm 2nd time Vivo user 1st phone was vivoz1x, very satisfied and now using v25 pro.
 In this phone major heating issue occurred when using camera.
If using for 1 hour or more lagging start.
Speed 6/10
Camera 9/10 but not upto the mark as Vivo claims.
Macro lens is useless.
Battery 10/10
Charging time 40min approx.
Screen 9/10. After using 1hour or more display start lagging also.
Although In hand feel very premium.
Really disappointed with Vivo this time.
Guys this phone is not recommended for heavy use.
 Don't buy it.",5,0
D_Vivo v25 pro 5G,5,Nice phone,4,0
D_Vivo v25 pro 5G,5,"Overall Perfect Package for All types of User.
Camera is Good.
Battery is Good.
Design is Excellent.
Display is Outstanding for this price Range.
Also Performance and Other Features are Very Nice.",4,1
D_Vivo v25 pro 5G,5,Best Smartphone in this price range ..Best Camara curved display and battery backup with flash charging.....,6,1
D_Vivo v25 pro 5G,5,Very good mobile good working condition.,2,2
D_Vivo v25 pro 5G,4,Nice phone,3,2
D_Vivo v25 pro 5G,3,"Camera is not as expected.
low light camera is good.
Battery is decent.
Looks is amazing.
Some pasting gum seen on front screen below.",7,1
D_Vivo v25 pro 5G,5,Superb,3,2
D_Vivo v25 pro 5G,5,Flagship killer   I love it   Vivo is my also favourite brand and V series is also a mini flagship phones,7,4
D_Vivo v25 pro 5G,5,Lovely phone,3,0
D_Vivo v25 pro 5G,5,"Good product
But one demerit is that the camera ui is not good as my perspective bcz their should be manual beauty option that mush good
But their is no that type of option
Nothing else
Otherwise product is good.",2,0
D_Vivo v25 pro 5G,5,Awesome phone,3,0
D_Vivo v25 pro 5G,5,Osm Mobile,2,0
D_Vivo v25 pro 5G,5,Very good quality,1,0
D_Vivo v25 pro 5G,5,Excellent Vivo V25 Pro phone...I love it...,3,0
D_Vivo v25 pro 5G,5,Very nice good quality products,2,0
D_Vivo v25 pro 5G,5,"Pros:
Camera, Display, Processor, Battery, required is 66 watt but they provide upto 80 watt charger.
We can use sim 1 mobile data during the sim 2 call.Much needed feature I like it.

Cons:
Not a stereo speakers
Type c to audio jack not provided",3,0
D_Vivo v25 pro 5G,5,Best mobile phone   camera   Amezing picture quality top Class.. curved display Show nice.But dilevery service no commitment day..,5,1
D_Vivo v25 pro 5G,5,So nice phone and battery is so nice 2days battery pack up nice design,5,1
D_Vivo v25 pro 5G,5,"OP mobile in terms of camera, performance, display, design.",5,1
D_Vivo v25 pro 5G,5,"I've been using this mobile for the last 1 month. I exchanged my old mobile and applied for offers and bought it. But the actual pricing is a bit higher.

Pros:
camera is awesome. Lots of options and customisation available.
Mobile design and build quality is good.
Flash charging works nicely.
Quality of gaming is awesome.

Cons:
Actually other brands like MI and OnePlus has their own UI interface. But Vivo funtouch OS is not up to the mark.

Overall ratings 8/10. But little bit over pricing.",8,3
D_Vivo v25 pro 5G,5,"Truly professional photography phone.
Looking is very beautiful.
And display quality is awesome",2,1
D_Vivo v25 pro 5G,5,Very nice display and back look awesome,2,1
D_Vivo v25 pro 5G,5,Nice classy looking phone,4,1
D_Vivo v25 pro 5G,5,NYC,3,0
D_Vivo v25 pro 5G,5,Very nice,3,1
D_Vivo v25 pro 5G,5,"Best Vivo v25 pro  
Very nice display
Battery camera mobile look
Fantastic Vivo",4,1
D_Vivo v25 pro 5G,5,Nice product,3,1
D_Vivo v25 pro 5G,5,Loved it   but battery draining little bit more,4,1
D_Vivo v25 pro 5G,4,Nice product,2,0
D_Vivo v25 pro 5G,4,Juice   phone,1,0
D_Vivo v25 pro 5G,4,Awesome,0,0
D_Vivo v25 pro 5G,3,Nice,1,0
D_Vivo v25 pro 5G,3,Wrost for money not good not buy this mobile,4,1
D_Vivo v25 pro 5G,5,"Battery backup ossam, screen tuch excellent, camera excellent but one time longer calling hearing speaker very hot why. Next time no problem.. tnks to Vivo colour changing system excellent",3,2
D_Vivo v25 pro 5G,5,Phone is very good but flipkart service is worst.,2,1
D_Vivo v25 pro 5G,5,"Over-all after using the phone for a month, i reckon this is the best smartphone in this range...

Good combination of all requirements

But Lil disappointed with Flipkart replacement policy",3,3
D_Vivo v25 pro 5G,5,Camera look very awesomeness,2,4
D_Vivo v25 pro 5G,5,"Camera super
Battery   Full power
Fast charging",2,0
D_Vivo v25 pro 5G,5,Value for money,1,0
D_Vivo v25 pro 5G,5,Best 5G mobile in segment,0,0
D_Vivo v25 pro 5G,5,Nice phone. Everything is perfectly.,0,0
D_Vivo v25 pro 5G,5,"Good phone ,nice design,super fast charging.good camera . Overall a good deal.",2,0
D_Vivo v25 pro 5G,5,Awesome product. Filling very premium,2,0
D_Vivo v25 pro 5G,5,Everything is good,2,0
D_Vivo v25 pro 5G,5,"Excellent Camera,Display, Battery And Over all Excellent. Value For Money.",1,0
D_Vivo v25 pro 5G,5,Good mobile,1,0
D_Vivo v25 pro 5G,5,Good,1,0
D_Vivo v25 pro 5G,5,Vivo v25 pro mobile camera   is best amazing,2,0
D_Vivo v25 pro 5G,5,This phone is very very very best ...... performance is osm.....,2,0
D_Vivo v25 pro 5G,4,Smuth very good and parfarmesh best I love   it mobile,2,1
D_Vivo v25 pro 5G,3,Good mobile,7,3
D_Vivo v25 pro 5G,5,Superb,1,2
D_Vivo v25 pro 5G,5,Nyc and very good quality,2,1
D_Vivo v25 pro 5G,5,"Camere quality is very good 
Performance is also good  
Display quality is very good  
Go for it guys best phone in this price segment",0,0
D_Vivo v25 pro 5G,5,Awesome phone,3,1
D_Vivo v25 pro 5G,3,Battery backup is not good,0,0
D_Vivo v25 pro 5G,5,"Bought this phone during launch day.
Display is excellent.
Charging speed is good.
Camera is good. Photo quality is good in good light conditions. Low light shoots are good in night mode. But not excellent. Because of mediatek, working GCam mod is still not available.

Overall satisfied.",3,2
D_Vivo v25 pro 5G,3,"I got v25pro on 27sept. Mobile looks and display is great but not good with camera quality specially at night shots. May be taking some nice pics during day but can not say great. It's not value for money.

I am only impressed with mobile body and display. Camera performance is okay. I used v5+ that camera was better than this phone.",16,19
D_Vivo v25 pro 5G,4,Very good product,1,1
D_Vivo v25 pro 5G,4,"Nice camera , audio and video quality is also good,
Worth for money, it is one of best camera mobile under this prize",1,0
D_Vivo v25 pro 5G,4,got the phone at a very good rate and very reasonable price in a brand new condition,1,0
D_Vivo v25 pro 5G,4,"This is what i captured by this phone.

This phone is worth it",1,0
D_Vivo v25 pro 5G,4,Best Video recording phone,1,0
D_Vivo v25 pro 5G,4,Awesome,0,0
D_Vivo v25 pro 5G,4,"A good product looks n feels like a premium.
Pros: Photos n videos r satisfactory.
UI is good
Display is very good
Battery is good
Cons: UI could be made better ( feels slow )",1,0
D_Vivo v25 pro 5G,4,"Top 3 Good Part-
1. Camera
2. Display
3. Design

Top 3 Bad Part-
1. OS (Bugs)
2. Single Speaker System
3. Prosser at this price.",1,0
D_Vivo v25 pro 5G,4,Best camera mobile,1,0
D_Vivo v25 pro 5G,4,Good camera.,1,0
D_Vivo v25 pro 5G,4,Nice phone,1,0
D_Vivo v25 pro 5G,4,Nice phone .camara asam but charge service bad,1,0
D_Vivo v25 pro 5G,5,"This product is really excellent.
I think all the features are very good  
Overall nice device.",1,0
D_Vivo v25 pro 5G,5,such an amazing phone having great camera and Balanced all feature good battery backup,1,0
D_Vivo v25 pro 5G,5,Best camera,0,0
D_Vivo v25 pro 5G,5,Very nice,0,0
D_Vivo v25 pro 5G,5,all rounder Phone Nice One Of the Best phone this Price I am so haapy Purchase this phone,1,0
D_Vivo v25 pro 5G,5,Very good super function is available this handset,1,0
D_Vivo v25 pro 5G,5,Very good product and camera   quality is very very good,1,0
D_Vivo v25 pro 5G,5,Nice,1,0
D_Vivo v25 pro 5G,5,I purchased the mobile it performance superb,0,0
D_Vivo v25 pro 5G,5,Super amazing camera loved it  ...,1,0
D_Vivo v25 pro 5G,5,"Camera:10/10
Display:10/10
Battery 09/10
Performance:9.5/10
Overall awesome phone vivo v25pro",0,0
D_Vivo v25 pro 5G,5,"Awesome camera features with brilliant design also the processor is very good, battery backup is also in great extent..",1,0
D_Vivo v25 pro 5G,5,Best camera   these phone,1,0
D_Vivo v25 pro 5G,5,It's a good lacking mobile display was osm,0,0
D_Vivo v25 pro 5G,5,Excellent curved display. Professional camera,1,0
D_Vivo v25 pro 5G,5,Vivo v25 pro phone display very very good,0,0
D_Vivo v25 pro 5G,5,"So far so good, the phone works fine as per the price, I am rather a casual user and not gamer so cannot comment more on performance but I would like to rate few features
Display 5/5
Camera 5/5
Battery 3/5 drains out quickly.
Over all the phone is good.",1,0
D_Vivo v25 pro 5G,5,"Best camera
Superb Display
Good Battery
Good performance",0,0
D_Vivo v25 pro 5G,5,Good ph,1,0
D_Vivo v25 pro 5G,5,Best mobile to buy in this price range .,1,0
D_Vivo v25 pro 5G,5,Nice,1,0
D_Vivo v25 pro 5G,5,Nice,1,0
D_Vivo v25 pro 5G,5,Good,1,0
D_Vivo v25 pro 5G,5,Excellent camera,1,0
D_Vivo v25 pro 5G,5,Nice phone,1,0
D_Vivo v25 pro 5G,5,Best curved display phone,1,0
D_Vivo v25 pro 5G,5,Best display and camera under this price budget. Must recommend phone.1300 nits display is so much brighter as compared any other phone.,0,0
D_Vivo v25 pro 5G,5,"My review after using it for a week
It doesn't show steps
It takes around 1 hour for the complete charge, but I didn't find the 66w charge
Camera and performance are good

Unable to find a better cover
For earphone type c to 3.5 adaptor not available in the box. As mentioned in the description",0,0
D_Vivo v25 pro 5G,5,Excellent,1,0
D_Vivo v25 pro 5G,5,Excellent thank u vivo,1,0
D_Vivo v25 pro 5G,5,The phone is awesome but battery life is not good. Draining it very very fast.,1,0
D_Vivo v25 pro 5G,5,Most third class model of vivo. Battary backup very poor. Performance of the Vivi v 25 pro is very poor. Overall don't purchase any phone from Flipkart. Their return policy is very bad. After purchasing they take no responsibility to return or refund.,8,2
D_Vivo v25 pro 5G,3,Awesome Phone,5,8
D_Vivo v25 pro 5G,3,"I am writing this review after 5 days of using this mobile, This is worst mobile i have ever had ...so much of screen lag during running video and using social media account.

Only positive thingy in this phone looks good but not premium.",2,0
D_Vivo v25 pro 5G,3,"I dont like camera its bad, dont buy for camera who likes, its not a natural. I m dissapointed for this range price",2,0
D_Vivo v25 pro 5G,3,"Phone is awesome ..but have have battery issues, battery drains frequently....",1,1
D_Vivo v25 pro 5G,3,"Cemara was poor performance
Phone performance also not good
Signals also not good",0,0
D_Vivo v25 pro 5G,3,Average product prefamence poor..,0,0
D_Vivo v25 pro 5G,3,Camera was exllent... totally worth it..nice battery,1,0
D_Vivo v25 pro 5G,4,awesome   camera quality mind blowing,0,1
D_Vivo v25 pro 5G,4,Better phone,1,0
D_Vivo v25 pro 5G,5,"I am first time using vivo mobile. Using it for last more than 2 months and nice experience. No lag smoothly working.Good camera and display, design and some best feature. I am fully satisfied with my purchase.",2,9
D_Vivo v25 pro 5G,5,Good camera quality,0,1
D_Vivo v25 pro 5G,5,Excellent,1,0
D_Vivo v25 pro 5G,5,Nice phone...,1,1
D_Vivo v25 pro 5G,5,"Quality of the camera is very good,",1,1
D_Vivo v25 pro 5G,5,Excellent product n got for the best price with exchange,1,1
D_Vivo v25 pro 5G,5,Nice phone,1,1
D_Vivo v25 pro 5G,5,"Good Perfamance Camera is always Good  
Best Battery backup ( Worth of Money",0,0
D_Vivo v25 pro 5G,4,"Edit: after 3 months of usase.
Better wait for Realme 10 pro + which will be at 20 to 25 segment

Apart from display phone is average.....for curved display this is the only phone with value under this range.
Some software bugs are there with banking apps.
Speaker is obsolete rubbish....no Dolby, single mono speaker which is of average quality.
For 1st 10 days as I noticed battery is draining fast.
Sim signals are perfect, as previously used oppo Reno 6 5G I only get 2 or 3 points at home but for this I get complete signal almost everytime.
Haptic motar is rubbish, even I never saw this worst haptic feedback in 15K segment, this disappointed me a little when compared to my previous phone.
120 hz i didn't feel that fluid when compared to 90 hz in my previous phone.(refresh rate I tried both in dynamic and 120 hz standalone)
I am not a camera person so no comments on that area.
Over all look and feel it's good, if anyone wants to have mobile for normal usage and they can live without curved screen, then I suggest not to go with this.
If you like to use curved display just you can try this.
But apart from curved display this phone is priced very high based on overall performance

And last if you opt for screen damage protection for this phone during service we have to pay an additional 2000 for screen damage.",10,7
D_Vivo v25 pro 5G,3,Excellent performance,1,0
D_Vivo v25 pro 5G,3,"Writing this review after 2 months of usage. Battery was draining easily, have to charge 2 to 3 times a day, performance was ok. Sometimes have to restart the mobile because it was stoping some of apps. Camera is good and upto the mark. Overall not worthable for this amount.",2,2
D_Vivo v25 pro 5G,5,Very good,0,0
D_Vivo v25 pro 5G,5,Awesome Mobile - Best in features,0,0
D_Vivo v25 pro 5G,5,Nyc camera quality,0,0
D_Vivo v25 pro 5G,4,Flash Light Not Working,0,1
D_Vivo v25 pro 5G,5,Excellent Performance Segment,0,0
D_Vivo v25 pro 5G,4,It's really a good product.,0,0
D_Vivo v25 pro 5G,5,So nice I'm Happy,0,0
D_Vivo v25 pro 5G,5,Fine,0,0
D_Vivo v25 pro 5G,4,Good,0,0
D_Vivo v25 pro 5G,5,Awesome picture and fabulous performance I love it,0,0
D_Vivo v25 pro 5G,5,"Amazing  
Good product",0,0
D_Vivo v25 pro 5G,4,Very nice product thank you filipcart,0,0
D_Vivo v25 pro 5G,5,Good,0,0
D_Vivo v25 pro 5G,5,"Battery is little drawback...
Camera top and display too good...",0,0
D_Vivo v25 pro 5G,5,Vivo v25 is good phone,0,0
D_Vivo v25 pro 5G,5,Camera quality is awesome,0,0
D_Vivo v25 pro 5G,4,Camera very bad. Night picture quality is very poor. Disgusting Vivo. Nothing is good then oppo f 11 pro,0,0
D_Vivo v25 pro 5G,5,Super,0,0
D_Vivo v25 pro 5G,5,Good,0,0
D_Vivo v25 pro 5G,3,Average,0,0
D_Vivo v25 pro 5G,5,Wow wow I love this ph awesome camera awesome design....thank so much flipkart,0,0
D_Vivo v25 pro 5G,5,Value for money,0,0
D_Vivo v25 pro 5G,5,Super,0,0
D_Vivo v25 pro 5G,5,Good experience,0,0
D_Vivo v25 pro 5G,3,"Best camera,
Gaming experience 2-3 hours bast gaming,, no lag, no other issues, but this phone not gamer",0,0
D_Vivo v25 pro 5G,5,Good,0,0
D_Vivo v25 pro 5G,5,Excellent phone.,0,0
D_Vivo v25 pro 5G,5,Worth the money,0,0
D_Vivo v25 pro 5G,4,"Nice camera.....
At night",0,0
D_Vivo v25 pro 5G,5,Best camera mobile for portrait mode,0,0
D_Vivo v25 pro 5G,5,"very good phone : battery and display very good :
Camera so beautiful",0,0
D_Vivo v25 pro 5G,3,Charging is getting down quickly,0,0
D_Vivo v25 pro 5G,5,Osm phone,0,0
D_Vivo v25 pro 5G,5,Good,1,1
D_Vivo v25 pro 5G,5,Buttons not working,0,1
D_Vivo v25 pro 5G,5,Best phone,0,0
D_Vivo v25 pro 5G,3,"Camera is not very good
Medium experience
Night'mood Just asoume",0,0
D_Vivo v25 pro 5G,5,Nice mobile,0,0
D_Vivo v25 pro 5G,5,Thank you,0,0
D_Vivo v25 pro 5G,5,"Good Display
Good Design
Good Battery and charging speed

Ok performance
Ok camera",0,0
D_Vivo v25 pro 5G,5,Great..,0,0
D_Vivo v25 pro 5G,5,One of the best products I have taken,0,0
D_Vivo v25 pro 5G,5,Very good,0,0
D_Vivo v25 pro 5G,5,Not good,0,0
D_Vivo v25 pro 5G,5,Good,0,0
D_Vivo v25 pro 5G,5,Best mobile,0,0
D_Vivo v25 pro 5G,5,Not good,0,0
D_Vivo v25 pro 5G,5,Everyone blindly go for it,0,0
D_Vivo v25 pro 5G,5,The mobile price is very high Not value for money,0,0
D_Vivo v25 pro 5G,5,Worst product from Vivo. Camera is of like 10k phone .,1,0
D_Vivo v25 pro 5G,3,Very good product,0,0
D_Vivo v25 pro 5G,4,Good,0,0
D_Vivo v25 pro 5G,4,Good product,0,0
D_Vivo v25 pro 5G,5,Honest review after 6 months. This is not a very good phone. This phone is very slow and number of apps hanged in this app. It is just a wastage of money. V20 is far better than this phone. Really disappointed with VIvo this time. I'm using vivo mobile since last 8 years but this time vivo didn't gave their best in this smartphone.,2,2
D_Vivo v25 pro 5G,5,Nice pic,0,0
D_Vivo v25 pro 5G,4,Camera not good useless mobile.....  Don't West money...froud company,2,1
D_Vivo v25 pro 5G,5,Battery an major issue not upto the mark remaining all are good too much price don't buy,0,0
D_Vivo v25 pro 5G,5,Picture quality is awesome,0,0
D_Vivo v25 pro 5G,5,nyc,0,0
D_Vivo v25 pro 5G,5,Good,0,0
D_Vivo v25 pro 5G,4,Nice mobile everything is good in this phone. Not support nfc.,0,0
D_Vivo v25 pro 5G,4,Superb,0,0
D_Vivo v25 pro 5G,5,Camera is good,0,0
D_Vivo v25 pro 5G,5,Really beautiful phone this price range   awesome look awesome camera   beautiful display   I love it,0,0
D_Vivo v25 pro 5G,5,Super,0,0
D_Vivo v25 pro 5G,4,Good product,0,0
D_Vivo v25 pro 5G,5,"Product is just amazing.. Camera is just awesome.
Design is fabulous just loving it",0,0
