Product Name,Rating,Review,Likes,Dislikes
C-Xiaomi 11 lite 128GB,5,"Everything is better gd camera quality, process is very nice valuable price.",1,0
C-Xiaomi 11 lite 128GB,5,Nice,0,0
C-Xiaomi 11 lite 128GB,4,Good,2,1
C-Xiaomi 11 lite 128GB,5,Excellent mobile,11,17
C-Xiaomi 11 lite 128GB,5,Love iitttt.....,1,0
C-Xiaomi 11 lite 128GB,5,"Nice one smartphone....
Charging in 40 to 45 minutes
Camara is also good",1,1
C-Xiaomi 11 lite 128GB,3,"Rest everything is good, but if you do any gaming, then this phone is not at all for you. I play COD mobile. But on this phone you can't even on the lowest settings.
Rest everything is great. One more thing, recently when I upgraded to miui 13, the overall performance dropped to zero. I had to wait a, lot for any app to even open. And when I got to home, the same thing happened. Although this automatically got better now.
So if you do games at all, don't buy this phone Or any one with this processor. Otherwise go for it.",2,0
C-Xiaomi 11 lite 128GB,3,Okay but the price is worth for it,2,0
C-Xiaomi 11 lite 128GB,4,"Value for money at this price range.
Pros:
Amoled 10bit display. Color production is great.
Decent processor. Play games smoothly. Support 4k HDR content.
The camera is great. Colour production and clarity are realistic and decent.
The sound is also great and loud.
Cons:
The battery should be more powerful but ok for normal usage.
Sometimes heated up while playing games and using the camera.",2,1
C-Xiaomi 11 lite 128GB,4,Good,2,1
C-Xiaomi 11 lite 128GB,4,I love it's very good,1,0
C-Xiaomi 11 lite 128GB,4,"Overall Design is awesome... Light weight  ... Software is good, but battery life is poor as compare to other mobile phones... Camera... Number of times it working slower to flip from front camera to back camera... But overall is the good mobile phone.",1,0
C-Xiaomi 11 lite 128GB,4,Best product by Xiaomi but price is too much,1,0
C-Xiaomi 11 lite 128GB,4,1 week used in mobile lite weight mobile I like this mobile sunine area camera quality ok but night time camera don't say ok or not ok battery fully used per day check in 20hrs,1,0
C-Xiaomi 11 lite 128GB,4,nice,1,0
C-Xiaomi 11 lite 128GB,4,Nice,0,0
C-Xiaomi 11 lite 128GB,5,"Pros

Slimmest and lightest phone available
Best cam at this price range (Micro cam deserves special mention)
Display is cool
Good for gaming

Cons
Battery back up should have been better. Hardly makes a day
New MIUI interphase isn't impressive.

Overall.. Worth the price",2,2
C-Xiaomi 11 lite 128GB,5,Mobile is amazing but disappointed with display quality,2,1
C-Xiaomi 11 lite 128GB,5,Not bad,2,1
C-Xiaomi 11 lite 128GB,5,is osm,0,0
C-Xiaomi 11 lite 128GB,5,"Working fine, improving camera image would be required",1,0
C-Xiaomi 11 lite 128GB,5,Overall good product on this price range,1,0
C-Xiaomi 11 lite 128GB,5,Pretty balanced phone.. display camera performance everything is good and balanced.,1,0
C-Xiaomi 11 lite 128GB,5,Super micro camara,1,0
C-Xiaomi 11 lite 128GB,5,"Superb product.
It looks like a flagship product..",1,0
C-Xiaomi 11 lite 128GB,5,Value for money at this price,1,0
C-Xiaomi 11 lite 128GB,5,If you want good performance overall and really light mobile than just go for it. Flipkart price is the most competitive than others including Mi Store itself.,1,0
C-Xiaomi 11 lite 128GB,5,Good,1,0
C-Xiaomi 11 lite 128GB,5,Camera is too good but battery is simple good,1,0
C-Xiaomi 11 lite 128GB,5,Suprbbb... Outstanding performance,0,0
C-Xiaomi 11 lite 128GB,5,awesome phone,0,0
C-Xiaomi 11 lite 128GB,5,Thanku amazing,0,0
C-Xiaomi 11 lite 128GB,5,Best mobile under 30k,1,0
C-Xiaomi 11 lite 128GB,3,"One main problem observed. Some time phone hanged and stop. Working.
It's take time to open another applications.
After 8 months now the screen screen starts blinking",2,0
C-Xiaomi 11 lite 128GB,3,Micro pic quality is best as compared to magnify pic,1,0
C-Xiaomi 11 lite 128GB,3,"Battery performance very low, otherwise oky...",0,0
C-Xiaomi 11 lite 128GB,3,I am not like,1,0
C-Xiaomi 11 lite 128GB,5,"Every thing is good except Front camera selfie photo is very bad ...
You should go for realme phone you want good selfie
Xiaomi selfie is very bad..",2,3
C-Xiaomi 11 lite 128GB,4,Phone is amazing in looks. Feels very premium and light weight. I used poco f1 before this.. So only complaint I have is about the camera. Camera is decent.. But not mind blowing.. Rest everything is amazing overall amazing phone.,0,0
C-Xiaomi 11 lite 128GB,4,"Writing review after 2 weeks use

Proximity sensor is not good

Carriers aggregation working speed upto 2mb/sec
Display , sound , performance, all well.
But battery backup is of o1 day only.
No 3.5 head jack.
Camera is also ok.
No hitting issue while using or charging",3,0
C-Xiaomi 11 lite 128GB,5,"Mobile looks great design and very light weight to use...
Everything looks like flagship mobile except the dual speaker sound loudness and battery is not that much good.. Overall rating (4/5) -1 only for battery and charging...",1,1
C-Xiaomi 11 lite 128GB,5,Too good! value for money,1,1
C-Xiaomi 11 lite 128GB,5,Awesome phone,1,1
C-Xiaomi 11 lite 128GB,5,Value for money....best phone under 25k.. awesome quantity..best camera,2,0
C-Xiaomi 11 lite 128GB,3,Phone is lag too much when I play BGMI,1,1
C-Xiaomi 11 lite 128GB,4,awesome! Best product,0,0
C-Xiaomi 11 lite 128GB,5,best quilty phone,0,0
C-Xiaomi 11 lite 128GB,5,Low Quality Mobile high price,0,0
C-Xiaomi 11 lite 128GB,5,Verry good,0,0
C-Xiaomi 11 lite 128GB,4,"Awesome mobile camera display superb
I am totally satisfied",0,0
C-Xiaomi 11 lite 128GB,5,"Camera quality is not bad , display is also good and it is very light weight worth it",0,0
C-Xiaomi 11 lite 128GB,5,All good works fine,0,0
C-Xiaomi 11 lite 128GB,4,Nice looking phone,0,0
C-Xiaomi 11 lite 128GB,3,Brilliant camera...nice processor...beautiful design....overall value for money...,0,0
C-Xiaomi 11 lite 128GB,4,"Heating problem: As soon as you put something on download or browse through 5-6 heavy applications like video streaming etc. phone heats up like crazy and performance goes fown the drain.
Network issues: Have to turn on and off airplane mode to get proper networks while calling someone.",0,0
C-Xiaomi 11 lite 128GB,5,"It is a balance phone
And good working phone",0,0
C-Xiaomi 11 lite 128GB,4,Very good,0,0
C-Xiaomi 11 lite 128GB,5,Power button isn't working,0,0
C-Xiaomi 11 lite 128GB,4,Good,0,0
C-Xiaomi 11 lite 128GB,5,"Super phone and future atte on device camera, video recording super",0,0
C-Xiaomi 11 lite 128GB,4,Awesome phone,0,0
C-Xiaomi 11 lite 128GB,5,Camera open very slowly,0,0
C-Xiaomi 11 lite 128GB,3,"Nice product, value for money",0,0
C-Xiaomi 11 lite 128GB,5,I like it   good product,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,5,Perfect beautiful mobile,0,0
C-Xiaomi 11 lite 128GB,4,Nice phone.,0,0
C-Xiaomi 11 lite 128GB,4,"Dont buy anything from Flipkart. Very poor service.
Defected product send to me the phone is not on. customer support team didn't respond to me they said I can't help you. So I file a case against him in consumer court as soon as possible.
Don't buy anything from Flipkart.",1,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,5,The phone suddenly stopped working.,0,0
C-Xiaomi 11 lite 128GB,4,Camera is good with lots of editing options and some AI...but picture quality is not so high.. performance is fine with a good battery backup.. worth money,0,0
C-Xiaomi 11 lite 128GB,4,Very old stock.... battery issue,0,0
C-Xiaomi 11 lite 128GB,5,I am satisfied this phone,0,1
C-Xiaomi 11 lite 128GB,5,"Totaly untrustworthy phone according to price no performance optimisation, just company give greed. Nothing in this phone to acess according to price range",0,1
C-Xiaomi 11 lite 128GB,5,Best from xiomi no one can beat heat him on this price. It's my challange.,0,0
C-Xiaomi 11 lite 128GB,5,Nice mobile camera quality so good performance so good value for money this smartphone,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,5,It was nice product and more impressive about camera design performance but little disappointment about battery.,0,0
C-Xiaomi 11 lite 128GB,5,Best camera and design phone under 25k...,0,0
C-Xiaomi 11 lite 128GB,5,This camera is really good and design awesome and build quality very good battery performance average but performance really really good thanks xiaomi thanks Flipkart total rating 4.5 star,0,0
C-Xiaomi 11 lite 128GB,5,"Best phone i have ever used ,Totally setisfied",0,0
C-Xiaomi 11 lite 128GB,3,"Worst Xiaomi product ever
Not worth for prise.",0,1
C-Xiaomi 11 lite 128GB,5,"Everything is good in this phone.
The only disadvantage is the battery backup which is not up to the mark.
Look is good, very light weight, feels premium in hands. Performance is very good.",0,0
C-Xiaomi 11 lite 128GB,5,Great 5g phone,0,0
C-Xiaomi 11 lite 128GB,5,Best,0,0
C-Xiaomi 11 lite 128GB,4,Good one,0,0
C-Xiaomi 11 lite 128GB,5,Osm,0,0
C-Xiaomi 11 lite 128GB,4,I have used one month. Good quality photos and features.But older manufactured dated mobile and need to use audio adapter for ear phones,0,0
C-Xiaomi 11 lite 128GB,5,Very Useful Smartphone,0,0
C-Xiaomi 11 lite 128GB,5,Nice product.. Camera qulity and looking very nice,0,0
C-Xiaomi 11 lite 128GB,3,It's Good Phone in This Budget,0,0
C-Xiaomi 11 lite 128GB,5,No one should buy this mobile it's too bad.It's too bad,0,0
C-Xiaomi 11 lite 128GB,5,Nice product,0,0
C-Xiaomi 11 lite 128GB,5,Good quality xiaomi phone,0,0
C-Xiaomi 11 lite 128GB,4,Happy,0,0
C-Xiaomi 11 lite 128GB,5,"this phone is too good, it feels so premium display is awesome camera is good not too much good but nice and design is next level, but battery performance is lil bit less but u can use it whole day u have to charge the phone 2 times in a day but overall a good phone and performance is next level after i updated my phone there is no issue",0,0
C-Xiaomi 11 lite 128GB,5,Best phone in this price,0,0
C-Xiaomi 11 lite 128GB,4,Good,0,0
C-Xiaomi 11 lite 128GB,5,excellent,0,0
C-Xiaomi 11 lite 128GB,5,Over all good product,0,0
C-Xiaomi 11 lite 128GB,4,Good mobile,0,0
C-Xiaomi 11 lite 128GB,5,I like this one because i like the weight of it,0,0
C-Xiaomi 11 lite 128GB,4,Awesome product,0,0
C-Xiaomi 11 lite 128GB,4,Sometimes the camera hangs. Otherwise it performs well. Kindly correct the problem in future software updates.,0,0
C-Xiaomi 11 lite 128GB,5,Nice Phone,0,0
C-Xiaomi 11 lite 128GB,4,Poor battery life not satisfied,0,0
C-Xiaomi 11 lite 128GB,4,Awesome phone,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,5,Good phone buy heating issue,0,0
C-Xiaomi 11 lite 128GB,5,Expect battery backup.... fabulous device camara is amazing...,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,4,Good quality and nice to warning remove weight and black hands,0,0
C-Xiaomi 11 lite 128GB,3,Charging quick fast amazing prices,0,0
C-Xiaomi 11 lite 128GB,5,Such a amezing pic,0,0
C-Xiaomi 11 lite 128GB,4,Best   camera quality,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,3,"I'm writing this review after 1 month of use.

Heating : the phone gets heated in normal use

Camera : camera quality is good but it's stuck everytime u open it basically it's lagging

Charging time : Even though it comes with 33 w charger, charging is slow as compare to my poco x2 having 27 w charger.

Battery backup is not at all good.",0,0
C-Xiaomi 11 lite 128GB,4,Mobile update laking in camera mobile full stuck camera response very bad after Android 12,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,5,One of the best thing I have bought.......at the end I don't feel any regression...I am very happy with the product....,0,0
C-Xiaomi 11 lite 128GB,4,Best in the segment,0,0
C-Xiaomi 11 lite 128GB,3,Battery drain problem,0,0
C-Xiaomi 11 lite 128GB,4,Battery problem,0,0
C-Xiaomi 11 lite 128GB,5,"Definately not worth for this price range. I have using this phone for last 5-6 months

Like
Back camera is good.
Light weight.

Dislike
Battery will run for few hour.. mostly goes 5 hour on continue low use. Never played games and all.
User interface is worst. I will give you nightmare. When you switch apps to put OTP, it will close the current page and pick the cache data which lead to a fail transaction.
Like this it will give you day to day headache.

It's better to go with other phone rather than going with this.",2,1
C-Xiaomi 11 lite 128GB,5,Nice product,0,0
C-Xiaomi 11 lite 128GB,5,Super slim phone,0,0
C-Xiaomi 11 lite 128GB,5,Worste phone ever.. Don't go for it.... Total waste of money.. After new Update performance decreased gradually.. Camera quality also decreased....,1,0
C-Xiaomi 11 lite 128GB,5,Really good product i brought this 6 months back still nothing to say,0,0
C-Xiaomi 11 lite 128GB,5,Worst smartphone I ever used. It hangs frequently enen it's huge memory is empty. Don't buy this phone,0,0
C-Xiaomi 11 lite 128GB,5,Very good  look all featured is better bettery is very fast,0,0
C-Xiaomi 11 lite 128GB,4,Value for money,0,0
C-Xiaomi 11 lite 128GB,3,Mobile is hanging. Not recommend at all..,2,1
C-Xiaomi 11 lite 128GB,4,Hanging and lagging issue,5,2
C-Xiaomi 11 lite 128GB,4,After software updation very poor performance.,4,2
C-Xiaomi 11 lite 128GB,5,Nice Product with all features but No unable to set seprate notification settings,0,0
C-Xiaomi 11 lite 128GB,5,Good quality,0,0
C-Xiaomi 11 lite 128GB,5,Superb performance and experience,0,0
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,4,"Don't go for this mobile, Camera quality is ok, but it hangs a lot when we are using camera. And even battery quality is not good, everything else is ok.
Look wise I can give 5 *
Main problem is camera here, quality feature everything fine , but hangs a lot.",2,2
C-Xiaomi 11 lite 128GB,4,"This is worst phone i ever bought, phone is slow and not user friendly",1,2
C-Xiaomi 11 lite 128GB,5,Good product... 2 months used so far running fine...,0,0
C-Xiaomi 11 lite 128GB,5,"Some bugs
Camera Is next level
If u are looking forward for performance and photography
This is it",0,0
C-Xiaomi 11 lite 128GB,5,Awesome mobile,0,0
C-Xiaomi 11 lite 128GB,5,Super mobile,0,0
C-Xiaomi 11 lite 128GB,5,"Excellent service. Product is really worth to buy
Camera output is outstanding",0,0
C-Xiaomi 11 lite 128GB,5,"Very nice product in this price.........you can buy it without any hesitation.....
The display is awesome  ....camera aslo very nice..",0,0
C-Xiaomi 11 lite 128GB,4,Superb product,0,0
C-Xiaomi 11 lite 128GB,5,Awesome,0,0
C-Xiaomi 11 lite 128GB,5,Super,0,0
C-Xiaomi 11 lite 128GB,4,Good   phone at that price,0,0
C-Xiaomi 11 lite 128GB,5,Super,0,0
C-Xiaomi 11 lite 128GB,5,Very good,0,0
C-Xiaomi 11 lite 128GB,4,Mobile is not working properly,3,2
C-Xiaomi 11 lite 128GB,5,"Worst phone ever , i want to return",3,1
C-Xiaomi 11 lite 128GB,5,I hate this phone,4,0
C-Xiaomi 11 lite 128GB,5,Its getting slow and stuck when camra open and also loding some time wen came back to home screen ... Os is not stable after update geting hot when using almost 1 hr bad phone,0,0
C-Xiaomi 11 lite 128GB,3,Mobile is very good  and display camera all so good but battery backup is not good,0,0
C-Xiaomi 11 lite 128GB,4,"Good phone
Display is so good
High performance
Higher picture quality",0,0
C-Xiaomi 11 lite 128GB,5,Portrait mode of camera is osam.,0,0
C-Xiaomi 11 lite 128GB,5,Amazing experience with this...a very premium phone with descent features,0,0
C-Xiaomi 11 lite 128GB,4,Very bad product,1,0
C-Xiaomi 11 lite 128GB,5,"Verry nice phone, camera super.., performance allso good.. Display",0,0
C-Xiaomi 11 lite 128GB,5,"Excellent performance
weightless is feeling better
Good quality cameras",0,0
C-Xiaomi 11 lite 128GB,5,Awesome performance and Also Night mode is awesome.... Just like dream phone,0,0
C-Xiaomi 11 lite 128GB,3,It doesn't even stick right,1,0
C-Xiaomi 11 lite 128GB,4,Good as expected,0,0
C-Xiaomi 11 lite 128GB,3,Good one,0,0
C-Xiaomi 11 lite 128GB,5,Hanging problem in just 5 month,0,0
C-Xiaomi 11 lite 128GB,4,"Not very cemera realy this price not accepted but performance, battery, charging speed good but main problem back crush display problem every mi 11 lite mobile night time so not purchase display content usses",0,1
C-Xiaomi 11 lite 128GB,5,"Awesome phone whatever I think it's better then my thinking..
And thanks to flipkart for giving me EMI facility",0,0
C-Xiaomi 11 lite 128GB,4,"Camera good
Display good
Battay average
Value for many",0,0
C-Xiaomi 11 lite 128GB,3,"Do not buy this phone even by mistake. Absolutely useless phone. I have just taken it six months ago and no application is running in this phone, the phone is rebooting automatically. Battery backup is also completely useless.",2,3
C-Xiaomi 11 lite 128GB,3,Good product,0,0
C-Xiaomi 11 lite 128GB,5,Best product. I'm so happy,0,0
C-Xiaomi 11 lite 128GB,5,"Overheating issues
Battery drains faster
Lots of lagging issues
Only looks are awesome, but it's not worth it when you are spending 24000 rupees",0,0
C-Xiaomi 11 lite 128GB,5,Awesome phone,0,0
C-Xiaomi 11 lite 128GB,5,Phone hanging frequently and camera not working properly .,9,3
C-Xiaomi 11 lite 128GB,5,"Highly satisfied.....
Basically it's a great all rounder within this range......",0,0
C-Xiaomi 11 lite 128GB,5,"Very bad smartphone... Hanging in just 3 months
Don't waste your money.. Buy some other brand",1,0
C-Xiaomi 11 lite 128GB,3,In hand feel is superb. Light weight performance top notch. Battery moderate charging also quick. Camera also good.,0,0
C-Xiaomi 11 lite 128GB,4,Good,0,0
C-Xiaomi 11 lite 128GB,4,"Everything about this phone is perfect however there happens to be one major (probably MIUI)bug which can spoil the whole experience for you.
There is black crush bug present in this phone, I am currently using MIUI 13.0.3.0 and the bug is there, its more prevalent when using dark mode and watching dark movies or pictures the screen shows pixelated blocks or artifacts.

Let's hope MI fixes this in future updates, other than this I found the phone pretty good",0,0
C-Xiaomi 11 lite 128GB,4,Overall decent product,0,0
C-Xiaomi 11 lite 128GB,5,"Its worth every penny, premium phone in this budget",0,0
C-Xiaomi 11 lite 128GB,5,Supreb phone,0,0
C-Xiaomi 11 lite 128GB,5,Superb phone,0,0
C-Xiaomi 11 lite 128GB,3,Nice phone,0,1
C-Xiaomi 11 lite 128GB,5,Best phone I have ever used,0,0
C-Xiaomi 11 lite 128GB,4,Faulty product.. Gets hanged a lot.. widgets don't work on restarting.. Horrible product for the price given.. All within a couple of months of purchase..,3,2
C-Xiaomi 11 lite 128GB,5,Good,0,0
C-Xiaomi 11 lite 128GB,3,1 week use and this phone has heating issue battery backup is not good and too much hang problem,0,0
C-Xiaomi 11 lite 128GB,5,Awesome..,0,0
C-Xiaomi 11 lite 128GB,4,Nice one go ahead.,0,0
C-Xiaomi 11 lite 128GB,5,Good for daily usage,0,0
C-Xiaomi 11 lite 128GB,5,Best phone in this segment,0,0
C-Xiaomi 11 lite 128GB,5,Beautiful phone,0,0
C-Xiaomi 11 lite 128GB,3,Nice Phone,0,0
C-Xiaomi 11 lite 128GB,3,One month after use performance weak,0,0
C-Xiaomi 11 lite 128GB,5,Superb camera quality after uses of 3 month didn't face any problem with the phone yet...,0,0
C-Xiaomi 11 lite 128GB,5,Lot's of software glitches.,5,5
C-Xiaomi 11 lite 128GB,5,Super phone Xiaomi 11 lite NE,0,0
C-Xiaomi 11 lite 128GB,3,"Best thing is , very light weight
Camera average
Display excellent
Overall good",0,0
C-Xiaomi 11 lite 128GB,5,Average,0,1
C-Xiaomi 11 lite 128GB,3,After 2days of using mobile started working slowly.. Camera is super but performance not upto the mark...,0,1
C-Xiaomi 11 lite 128GB,5,Super camera,0,0
